name,functions,color,precision,company,productURL,photoURL,favorite,rating,notes,status,oversampling
H-Comp Hybrid Compressor,,,,Waves,https://www.waves.com/plugins/h-comp-hybrid-compressor#introduction-to-h-comp,https://img.wavescdn.com/1lib/images/products/plugins/preview/h-comp-hybrid-compressor.png,FALSE,3,,active,FALSE
H-Delay Hybrid Delay,,,,Waves,https://www.waves.com/plugins/h-delay-hybrid-delay#delay-on-drums-electronic-music-production,https://img.wavescdn.com/1lib/images/products/plugins/preview/h-delay-hybrid-delay.png,TRUE,4,,active,FALSE
IR-L Convolution Reverb,,,,Waves,https://www.waves.com/plugins/ir-l-convolution-reverb,https://img.wavescdn.com/1lib/images/products/plugins/preview/ir-l-convolution-reverb.png,FALSE,3,,active,FALSE
L1 Ultramaximizer,,,,Waves,https://www.waves.com/plugins/l1-ultramaximizer,https://img.wavescdn.com/1lib/images/products/plugins/preview/l1-ultramaximizer.png,FALSE,3,,active,FALSE
L2 Ultramaximizer,,,,Waves,https://www.waves.com/plugins/l2-ultramaximizer#how-to-limit-mixes-masters-peak-limiters,https://img.wavescdn.com/1lib/images/products/plugins/preview/l2-ultramaximizer.png,FALSE,3,,active,FALSE
L3 Ultramaximizer,,,,Waves,https://www.waves.com/plugins/l3-ultramaximizer#introduction-to-the-l3-and-l3-ll-multimaximizers,https://img.wavescdn.com/1lib/images/products/plugins/preview/l3-ultramaximizer.png,FALSE,3,,active,FALSE
L3-LL Ultramaximizer,,,,Waves,https://www.waves.com/plugins/l3-ll-ultramaximizer,https://img.wavescdn.com/1lib/images/products/plugins/preview/l3-ll-ultramaximizer.png,FALSE,3,,active,FALSE
Linear Phase EQ,,,,Waves,https://www.waves.com/plugins/linear-phase-eq#transparent-equalization-linear-phase-eq,https://img.wavescdn.com/1lib/images/products/plugins/preview/linear-phase-eq.png,TRUE,4,,active,FALSE
Linear Phase Multiband Compressor,,,,Waves,https://img.wavescdn.com/1lib/images/products/plugins/full/linear-phase-multiband-compressor.jpg,https://www.waves.com/plugins/linear-phase-multiband-compressor,TRUE,4,,active,FALSE
LoAir,,,,Waves,https://www.waves.com/plugins/loair,https://img.wavescdn.com/1lib/images/products/plugins/preview/loair-surround.png,FALSE,3,,active,FALSE
MaxxBass,,,,Waves,https://www.waves.com/plugins/maxxbass#adding-deep-low-frequencies-with-maxxbass,https://img.wavescdn.com/1lib/images/products/plugins/preview/maxxbass.png,FALSE,4,,active,FALSE
MaxxVolume,,,,Waves,https://www.waves.com/plugins/maxxvolume#mix-and-master-with-maxxvolume,https://img.wavescdn.com/1lib/images/products/plugins/preview/maxxvolume.png,TRUE,4,,active,FALSE
MetaFilter,,,,Waves,https://www.waves.com/plugins/metafilter#metafilter-plugin-tutorial,https://img.wavescdn.com/1lib/images/products/plugins/full/metafilter.jpg,FALSE,3,,active,FALSE
MetaFlanger,,,,Waves,https://www.waves.com/plugins/metaflanger,https://img.wavescdn.com/1lib/images/products/plugins/preview/metaflanger.png,FALSE,3,,active,FALSE
MondoMod,,,,Waves,https://www.waves.com/plugins/mondomod,https://img.wavescdn.com/1lib/images/products/plugins/preview/mondomod.png,FALSE,3,,active,FALSE
MV2,,,,Waves,https://www.waves.com/plugins/mv2,https://img.wavescdn.com/1lib/images/products/plugins/preview/mv2.png,TRUE,4,,active,FALSE
OneKnob Driver,,,,Waves,https://www.waves.com/plugins/oneknob-driver,https://img.wavescdn.com/1lib/images/products/plugins/preview/oneknob-driver.png,FALSE,3,,active,FALSE
OneKnob Pumper,,,,Waves,https://www.waves.com/plugins/oneknob-pumper#introducing-oneknob-pumper,https://img.wavescdn.com/1lib/images/products/plugins/preview/oneknob-pumper.png,FALSE,3,,active,FALSE
PAZ Analyzer,,,,Waves,https://www.waves.com/plugins/paz-analyzer,https://img.wavescdn.com/1lib/images/products/plugins/preview/paz-analyzer.png,TRUE,4,,active,FALSE
PS22 Stereo Maker,,,,Waves,https://www.waves.com/plugins/ps22-stereo-maker,https://img.wavescdn.com/1lib/images/products/plugins/preview/ps22-stereo-maker.png,FALSE,3,,active,FALSE
PuigTec EQs,,,,Waves,https://www.waves.com/plugins/puigtec-eqs,https://img.wavescdn.com/1lib/images/products/plugins/preview/puigtec-eqs-v2.png,FALSE,3,,active,FALSE
Q10 Equalizer,,,,Waves,https://www.waves.com/plugins/q10-equalizer,https://img.wavescdn.com/1lib/images/products/plugins/preview/q10-equalizer.png,FALSE,3,,active,FALSE
Renaissance Axx,,,,Waves,https://www.waves.com/plugins/renaissance-axx#renaissance-quick-look-r-axx,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-axx-light.png,TRUE,3,,active,FALSE
Renaissance Bass,,,,Waves,https://www.waves.com/plugins/renaissance-bass#image,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-bass-light.png,TRUE,3,,active,FALSE
Renaissance Channel,,,,Waves,https://www.waves.com/plugins/renaissance-channel,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-channel-light.png,TRUE,3,,active,FALSE
Renaissance Compressor,,,,Waves,https://www.waves.com/plugins/renaissance-compressor#mixing-beats-vocals-renaissance-plugins-marioso,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-compressor-v2.png,TRUE,3,,active,FALSE
Renaissance DeEsser,,,,Waves,https://www.waves.com/plugins/renaissance-deesser#renaissance-quick-look-r-deesser,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-deesser-light.png,TRUE,4,,active,FALSE
Renaissance Equalizer,,,,Waves,https://www.waves.com/plugins/renaissance-equalizer#mixing-beats-vocals-renaissance-plugins-marioso,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-equalizer-light.png,FALSE,3,,active,FALSE
Renaissance Reverb,,,,Waves,https://www.waves.com/plugins/renaissance-reverb#mixing-beats-vocals-renaissance-plugins-marioso,https://img.wavescdn.com/1lib/images/products/plugins/preview/renaissance-reverb-light.png,TRUE,4,,active,FALSE
S1 Stereo Imager,,,,Waves,https://www.waves.com/plugins/s1-stereo-imager#go-wider-than-panning-waves-s1-stereo-imager,https://img.wavescdn.com/1lib/images/products/plugins/preview/s1-stereo-imager.png,FALSE,3,,active,FALSE
Sibilance,,,,Waves,https://www.waves.com/plugins/sibilance#how-to-fix-harsh-rap-vocals,https://img.wavescdn.com/1lib/images/products/plugins/preview/sibilance.png,TRUE,4,,active,FALSE
Smack Attack,,,,Waves,https://www.waves.com/plugins/smack-attack-transient-shaper#drum-mixing-tricks-manipulate-pitch-and-attack,https://img.wavescdn.com/1lib/images/products/plugins/preview/smack-attack.png,TRUE,4,,active,FALSE
Submarine,,,,Waves,https://www.waves.com/plugins/submarine#presenting-submarine-subharmonic-generator-plugin,https://img.wavescdn.com/1lib/images/products/plugins/preview/submarine.png,FALSE,3,,active,FALSE
SuperTap,,,,Waves,https://www.waves.com/plugins/supertap,https://img.wavescdn.com/1lib/images/products/plugins/preview/supertap.png,FALSE,3,,active,FALSE
TrueVerb,,,,Waves,https://www.waves.com/plugins/trueverb#using-trueverb-for-creative-reverb-effects,https://img.wavescdn.com/1lib/images/products/plugins/preview/trueverb.png,FALSE,3,,active,FALSE
UltraPitch,,,,Waves,https://www.waves.com/plugins/ultrapitch,https://img.wavescdn.com/1lib/images/products/plugins/preview/ultrapitch.png,FALSE,3,,active,FALSE
V-Comp,,,,Waves,https://www.waves.com/plugins/v-comp#eddie-kramer-hardware-modeling-v-series,https://img.wavescdn.com/1lib/images/products/plugins/preview/v-comp.png,FALSE,3,,active,FALSE
V-EQ3,,,,Waves,https://www.waves.com/plugins/v-eq3#how-to-mix-silky-smooth-vocals-with-v-series,https://img.wavescdn.com/1lib/images/products/plugins/preview/v-eq3.png,TRUE,3,,active,FALSE
V-EQ4,,,,Waves,https://www.waves.com/plugins/v-eq4#how-to-mix-silky-smooth-vocals-with-v-series,https://img.wavescdn.com/1lib/images/products/plugins/preview/v-eq4.png,TRUE,3,,active,FALSE
Vitamin Sonic Enhancer,,,,Waves,https://www.waves.com/plugins/vitamin#when-eq-isnt-enough-to-boost-masters-vitamin,https://img.wavescdn.com/1lib/images/products/plugins/preview/vitamin.png,FALSE,3,,active,FALSE
VU Meter,,,,Waves,https://www.waves.com/plugins/vu-meter,https://img.wavescdn.com/1lib/images/products/plugins/preview/vu-meter.png,FALSE,4,,active,FALSE
Waves Tune LT,,,,Waves,https://www.waves.com/plugins/waves-tune-lt,https://img.wavescdn.com/1lib/images/products/plugins/preview/tune-lt.png,FALSE,3,,active,FALSE
Mojito,,,,Presonus,https://s1manual.presonus.com/Content/Built-In_Instruments_Topics/Mojito.htm,https://s1manual.presonus.com/Content/Resources/Images/StudioOneImages/Instruments/Mojito.png,FALSE,3,"Mojito is a simple, monophonic, subtractive synthesizer with effects that is capable of generating a wide range of sounds. It models a classic analog synthesizer and features a low-aliasing oscillator and a 24 dB filter emulation. Mojito can generate killer bass sounds, lead sounds, and special effects.
",active,FALSE
Mai Tai,,,,Presonus,https://shop.presonus.com/Studio-One-Prime-Mai-Tai,https://blog.presonus.com/wp-content/uploads/2019/04/Mai-Tai.png,FALSE,3,"Mai Tai is a polyphonic analog modeling synthesizer with a simple and straightforward interface. It excels at pad sounds, leads, rhythmic chords, and many other synth duties. ",active,FALSE
Impact XT,,,,Presonus,https://s1manual.presonus.com/Content/Built-In_Instruments_Topics/Impact%20XT.htm,https://s1manual.presonus.com/Content/Resources/Images/StudioOneImages/SO4%20-%20Impact%20XT%20-%20Loaded.png,FALSE,3,"Impact XT features a grid of pads into which samples are loaded and played back independently, as with many popular hardware drum-sample players. Each pad has its own pitch, amplifier, and filter controls with accompanying envelopes. There are multiple stereo and mono outputs for each pad, making sophisticated output busing simple.",active,FALSE
Sample One XT,,,,Presonus,https://s1manual.presonus.com/Content/Built-In_Instruments_Topics/SampleOne%20XT.htm,https://s1manual.presonus.com/Content/Resources/Images/StudioOneImages/SO4%20-%20Sample%20One%20XT%20-%20Wave.png,FALSE,3,"A sampler is a bit like a synthesizer. However, instead of generating sounds using oscillators or operators, samplers start with an audio clip, or “sample,” and then play and process that sample based on how the instrument is configured.

SampleOne XT is a full-featured sampler that builds on the strengths of our original SampleOne instrument. It features triggered sampling, automatic time-stretching, a full range of tone-shaping tools, and flexible onboard effects. ",active,FALSE
Presence XT,,,,Presonus,https://s1manual.presonus.com/Content/Built-In_Instruments_Topics/Presence_XT.htm,https://s1manual.presonus.com/Content/Resources/Images/StudioOneImages/PresenceXTMain2.png,FALSE,3,"Presence XT Editor unlocks the Edit Page of Presence XT, Studio One®’s built-in sample player instrument. It turns an already great-sounding instrument into an intuitive, powerful sound-design tool for musicians, producers, and sound designers. With direct support for all major sampler formats, it's the perfect host for any custom sampler sound library.
",active,FALSE
HatefishRhyGeneratorOne,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hatefish-rhygenerator-one/,https://www.hornetplugins.com/wp-content/uploads/edd/2019/12/Screenshot-RhyGeneratorOne-1.0.0.png,FALSE,3,"RhyGenerator is an Euclidean step sequencer made by HoRNet Plugins together with the electronic music artist HATEFISh. The sequencer is designed to distribute as evenly as possible a certain number of “beats” in given number of “steps”, wikipedia explains it better:",active,FALSE
HoRNet Freqs,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-freqs/,https://bedroomproducersblog.com/wp-content/uploads/2020/12/hornet-freqs.png,FALSE,3,"HoRNet Freqs is a spectrum analyzer that provides two different kind of visualization of the audio spectrum, the first one is called “analog” and is inspired to an analog hardware spectrum analyzer that is still found on the master of many recording studios even today. The second one is called “digital” and it’s our own take on the typical spectrum analyzer based on the FFT (the standard math to transform an audio file into its spectrum components)",active,FALSE
HoRNetMultiFreqs,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-multifreqs/,https://static.kvraudio.com/i/b/hornet-multifreqs-digital.png,FALSE,3,HoRNet MultiFreqs is a spectrum analyser that provides two different kind of visualisation of the audio spectrum for up to 28 tracks together.,active,FALSE
HoRNetStereoView,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-stereoview/,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Wz44kAcldsQdBYzRp6fyVwAAAA%26pid%3DApi&f=1,FALSE,3,,active,FALSE
HoRNetTheNormalizer,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-thenormalizer/,https://www.hornetplugins.com/wp-content/uploads/edd/2019/12/TheNormalizer-1.2.0.png,FALSE,3,TheNormalizer is a gain plugin designed to help you get proper gain staging and set each track of your mix and each bus to the level you want automatically.,active,FALSE
HoRNetTotalEQ,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-total-eq/,https://i.ytimg.com/vi/yY7-ecCq3mY/maxresdefault.jpg,FALSE,3,,active,FALSE
HoRNetWahWah,,,,Hornet Plugins,https://www.hornetplugins.com/plugins/hornet-wahwah/,https://www.hornetplugins.com/wp-content/uploads/edd/2017/04/wahwah-screenshot-1.2.png,FALSE,3,,active,FALSE
EBONY COMP,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/ebony,https://www.acustica-audio.com/system/akfp/file_entries/files/000/000/183/original/Ebony_teaser_014.png?1508854145,TRUE,5,"EBONY is an innovative VST/AAX/AU plug-in suite that comprises accurate software emulations of several different mixing consoles and processors built between the 60s and the 70s by pro-audio German and Dutch companies. EBONY includes 3 different equalizers plus filters, 4 compressors, 6 preamps, and a real plate reverb from the 60s! Each of these modules has been carefully crafted to build a set of awesome-sounding professional-grade tools for the most demanding pros.
 EBONY (channel-strip)
EBONY COMP
EBONY PRE
EBONY EQ
EBONY REVERB",active,FALSE
EBONY EQ,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/ebony,https://www.acustica-audio.com/system/akfp/file_entries/files/000/000/183/original/Ebony_teaser_014.png?1508854145,TRUE,5,"EBONY is an innovative VST/AAX/AU plug-in suite that comprises accurate software emulations of several different mixing consoles and processors built between the 60s and the 70s by pro-audio German and Dutch companies. EBONY includes 3 different equalizers plus filters, 4 compressors, 6 preamps, and a real plate reverb from the 60s! Each of these modules has been carefully crafted to build a set of awesome-sounding professional-grade tools for the most demanding pros.
 EBONY (channel-strip)
EBONY COMP
EBONY PRE
EBONY EQ
EBONY REVERB",active,FALSE
EBONY PRE,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/ebony,https://www.acustica-audio.com/system/akfp/file_entries/files/000/000/183/original/Ebony_teaser_014.png?1508854145,TRUE,5,"EBONY is an innovative VST/AAX/AU plug-in suite that comprises accurate software emulations of several different mixing consoles and processors built between the 60s and the 70s by pro-audio German and Dutch companies. EBONY includes 3 different equalizers plus filters, 4 compressors, 6 preamps, and a real plate reverb from the 60s! Each of these modules has been carefully crafted to build a set of awesome-sounding professional-grade tools for the most demanding pros.
 EBONY (channel-strip)
EBONY COMP
EBONY PRE
EBONY EQ
EBONY REVERB",active,FALSE
EBONY REV,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/ebony,https://www.acustica-audio.com/system/akfp/file_entries/files/000/000/183/original/Ebony_teaser_014.png?1508854145,TRUE,5,"EBONY is an innovative VST/AAX/AU plug-in suite that comprises accurate software emulations of several different mixing consoles and processors built between the 60s and the 70s by pro-audio German and Dutch companies. EBONY includes 3 different equalizers plus filters, 4 compressors, 6 preamps, and a real plate reverb from the 60s! Each of these modules has been carefully crafted to build a set of awesome-sounding professional-grade tools for the most demanding pros.
 EBONY (channel-strip)
EBONY COMP
EBONY PRE
EBONY EQ
EBONY REVERB",active,FALSE
Addictive Drums 2,,,,XLN Audio,https://www.xlnaudio.com/products/addictive_drums_2,https://assets.xlnaudio.com/pages/addictive_drums/new/Hero-United-Heavy-1600px.jpg,TRUE,5,"Addictive Drums 2 is a software drum production studio featuring professionally recorded acoustic drums, live rhythm performances and high quality built in effects.",active,FALSE
AMBER COMP,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,https://www.acustica-audio.com/spree/products/1296/original/Amber3_COMP_teaser_001.png?1551277873,TRUE,5,,active,FALSE
AMBER PRET,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,https://www.acustica-audio.com/spree/products/1299/original/Amber3_PRE_teasers_001.png?1551277933,TRUE,5,,active,FALSE
AMBER EQ,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,https://www.acustica-audio.com/spree/products/1300/original/Amber3_EQ_Stereo_teaser_001.png?1551350766,TRUE,5,,active,FALSE
AMBER STRIPT,,,,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,https://www.acustica-audio.com/spree/products/1295/original/Amber3_Channelstrip_teaser_001.png?1551277856,TRUE,5,,active,FALSE
